Species,Order,Family,Genus,EADDC,BDT C,UDT
Telenomus reynoldsi,Hymenoptera,Scelionidae,Telenomus,153.9,14.2,
Telenomus reynoldsi,Hymenoptera,Scelionidae,Telenomus,161.3,14.3,
Telenomus reynoldsi,Hymenoptera,Scelionidae,Telenomus,166.3,14.3,
Telenomus reynoldsi,Hymenoptera,Scelionidae,Telenomus,158.1,14.3,
Telenomus reynoldsi,Hymenoptera,Scelionidae,Telenomus,170.9,14.4,
Telenomus reynoldsi,Hymenoptera,Scelionidae,Telenomus,160,14.4,
Telenomus reynoldsi,Hymenoptera,Scelionidae,Telenomus,177.5,14.5,
Telenomus reynoldsi,Hymenoptera,Scelionidae,Telenomus,160.4,14.5,
Telenomus reynoldsi,Hymenoptera,Scelionidae,Telenomus,148.8,14.5,
Telenomus reynoldsi,Hymenoptera,Scelionidae,Telenomus,151.6,14.6,
Telenomus reynoldsi,Hymenoptera,Scelionidae,Telenomus,158.8,14.6,
Telenomus reynoldsi,Hymenoptera,Scelionidae,Telenomus,170,14.7,
Telenomus utahensis,Hymenoptera,Scelionidae,Telenomus,122.9,14,
Telenomus utahensis,Hymenoptera,Scelionidae,Telenomus,118.5,14.1,
Telenomus utahensis,Hymenoptera,Scelionidae,Telenomus,122.1,14.2,
Telenomus utahensis,Hymenoptera,Scelionidae,Telenomus,107.3,14.4,
Telenomus utahensis,Hymenoptera,Scelionidae,Telenomus,108.9,15,
Telenomus utahensis,Hymenoptera,Scelionidae,Telenomus,109,15.8,
Trissolcus basalis,Hymenoptera,Scelionidae,Trissolcus,151.7,13.3,
Trissolcus basalis,Hymenoptera,Scelionidae,Trissolcus,182.5,12.7,
Trissolcus brochymenae,Hymenoptera,Scelionidae,Trissolcus,214.7,9.5,
Trissolcus oenone,Hymenoptera,Scelionidae,Trissolcus,163.2,12.6,
Hoplocampa testudinea,Hymenoptera,Tenthredinidae,Hoplocampa,,4.5,
Hoplocampa testudinea,Hymenoptera,Tenthredinidae,Hoplocampa,,6.3,
Paracentrobia andoi,Hymenoptera,Trichogrammatidae,Paracentrobia,183.4,14.1,
Trichogramma australicum,Hymenoptera,Trichogrammatidae,Trichogramma,156,11,
Trichogramma dendrolimi,Hymenoptera,Trichogrammatidae,Trichogramma,161,10.31,
Trichogramma dendrolimi,Hymenoptera,Trichogrammatidae,Trichogramma,, ,
Trichogramma evanescens,Hymenoptera,Trichogrammatidae,Trichogramma,,8,
Trichogramma exiguum,Hymenoptera,Trichogrammatidae,Trichogramma,144,11.2,
Trichogramma funiculatum,Hymenoptera,Trichogrammatidae,Trichogramma,157.8,9.09,
Trichogramma chilonis,Hymenoptera,Trichogrammatidae,Trichogramma,169.49,10.15,34.33
Trichogramma chilonis,Hymenoptera,Trichogrammatidae,Trichogramma,155,8.5,
Trichogramma chilonis,Hymenoptera,Trichogrammatidae,Trichogramma,150.7,8.8,
Trichogramma japonicum,Hymenoptera,Trichogrammatidae,Trichogramma,134,11.2,
Trichogramma japonicum,Hymenoptera,Trichogrammatidae,Trichogramma,124,11.5,
Trichogramma maidis,Hymenoptera,Trichogrammatidae,Trichogramma,,11.9,32
Trichogramma minutum,Hymenoptera,Trichogrammatidae,Trichogramma,134.6,10.6,
Trichogramma minutum,Hymenoptera,Trichogrammatidae,Trichogramma,152.2,10.6,
Trichogramma minutum,Hymenoptera,Trichogrammatidae,Trichogramma,143,10,
Trichogramma minutum,Hymenoptera,Trichogrammatidae,Trichogramma,165.1,9.8,
Trichogramma minutum,Hymenoptera,Trichogrammatidae,Trichogramma,128.1,10.11,
Trichogramma minutum,Hymenoptera,Trichogrammatidae,Trichogramma,128,10.26,
Trichogramma nubilale,Hymenoptera,Trichogrammatidae,Trichogramma,,11.4,34
Trichogramma nubilalis,Hymenoptera,Trichogrammatidae,Trichogramma,153.29,11.04,
Trichogramma ostriniae,Hymenoptera,Trichogrammatidae,Trichogramma,124.45,11.85,
Trichogramma ostriniae,Hymenoptera,Trichogrammatidae,Trichogramma,152.6,11.02,
Trichogramma pretiosum,Hymenoptera,Trichogrammatidae,Trichogramma,124.05,11.81,
Trichogramma pretiosum,Hymenoptera,Trichogrammatidae,Trichogramma,124.23,11.82,
Trichogramma pretiosum,Hymenoptera,Trichogrammatidae,Trichogramma,126.25,12.4,
Trichogramma pretiosum,Hymenoptera,Trichogrammatidae,Trichogramma,124.87,12.47,
Trichogramma pretiosum,Hymenoptera,Trichogrammatidae,Trichogramma,124.7,13,
Trichogramma pretiosum,Hymenoptera,Trichogrammatidae,Trichogramma,148.8,11.4,
Trichogramma pretiosum,Hymenoptera,Trichogrammatidae,Trichogramma,183.2,11.5,
Trichogramma pretiosum,Hymenoptera,Trichogrammatidae,Trichogramma,162,11.6,
Trichogramma pretiosum,Hymenoptera,Trichogrammatidae,Trichogramma,141.4,11.7,
Trichogramma pretiosum,Hymenoptera,Trichogrammatidae,Trichogramma,152.8,10.5,
Trichogramma pretiosum,Hymenoptera,Trichogrammatidae,Trichogramma,131.3,13,
Trichogramma pretiosum,Hymenoptera,Trichogrammatidae,Trichogramma,120.9,13.6,
Trichogramma rhenana,Hymenoptera,Trichogrammatidae,Trichogramma,,10.45,34
Trichogramma rhenana,Hymenoptera,Trichogrammatidae,Trichogramma,,15.05,
Trichogramma schuberti,Hymenoptera,Trichogrammatidae,Trichogramma,,10.47,33
Trichogramma turkestanica,Hymenoptera,Trichogrammatidae,Trichogramma,130.31,11.58,
Trichogramma turkestanica,Hymenoptera,Trichogrammatidae,Trichogramma,127.44,11.73,
Acrolepiopsis assectella,Lepidoptera,Acrolepiidae ,Acrolepiopsis,638.2,5.99,
Acrolepiopsis assectella,Lepidoptera,Acrolepiidae ,Acrolepiopsis,638.2,6.44,
Hyphantria cunea,Lepidoptera,Arctiidae,Hyphantria,757.8,10.8,
Hyphantria cunea,Lepidoptera,Arctiidae,Hyphantria,,,
Tyria jacobaeae,Lepidoptera,Arctiidae,Tyria,, ,
Tyria jacobaeae,Lepidoptera,Arctiidae,Tyria,,,
Bedelia somnulentella,Lepidoptera,Bedelliidae,Bedelia,374,6.3,
Carposina sasakii,Lepidoptera,Carposinidae,Carposina,,7.6,
Carposina sasakii,Lepidoptera,Carposinidae,Carposina,540.88,10.53,
Coleophora laricella,Lepidoptera,Coleophoridae,Coleophora,,,
Coleophora quadriv“trata,Lepidoptera,Coleophoridae,Coleophora,234.8,10.3,
Coleophora quadriv“trata,Lepidoptera,Coleophoridae,Coleophora,180.2,12.9,
Zeuzera coffeae,Lepidoptera,Cossidae,Zeuzera,,,
Chilo auricilius,Lepidoptera,Crambidae,Chilo,636.2,15.2,
Chilo auricilius,Lepidoptera,Crambidae,Chilo,621.4,15.4,
Chilo auricilius,Lepidoptera,Crambidae,Chilo,633.2,15.4,
Chilo auricilius,Lepidoptera,Crambidae,Chilo,626.8,15.5,
Chilo partellus,Lepidoptera,Crambidae,Chilo,588.34,13.28,32.3
Chilo partellus,Lepidoptera,Crambidae,Chilo,640.8,10.8,
Chilo polychrysa,Lepidoptera,Crambidae,Chilo,652.6,10.15,
Chilo suppressalis,Lepidoptera,Crambidae,Chilo,604.5,12.7,
Chilo suppressalis,Lepidoptera,Crambidae,Chilo,751.4,9.2,
Chilo suppressalis,Lepidoptera,Crambidae,Chilo,859,9.3,
Chilo suppressalis,Lepidoptera,Crambidae,Chilo,, ,
Chilo suppressalis,Lepidoptera,Crambidae,Chilo,, ,
Maruca testualis,Lepidoptera,Crambidae,Maruca,, ,
Maruca testualis,Lepidoptera,Crambidae,Maruca,, ,
Maruca testualis,Lepidoptera,Crambidae,Maruca,, ,
Maruca vitrata,Lepidoptera,Crambidae,Maruca,373.9,10.3,
Maruca vitrata,Lepidoptera,Crambidae,Maruca,435.2,8.3,
Maruca vitrata,Lepidoptera,Crambidae,Maruca,, ,34
Maruca vitrata,Lepidoptera,Crambidae,Maruca,, ,
Palpita unionalis,Lepidoptera,Crambidae,Palpita,, ,
Pediasia trisecta,Lepidoptera,Crambidae,Pediasia,,,
Pediasia trisecta,Lepidoptera,Crambidae,Pediasia,,10,
Galleria mellonella,Lepidoptera,Galleridae,Galleria,,,
Anarsia lineatella,Lepidoptera,Gelechiidae,Anarsia,,10,31.1
Anarsia lineatella,Lepidoptera,Gelechiidae,Anarsia,510,10,31.1
Anarsia lineatella,Lepidoptera,Gelechiidae,Anarsia,,10,31.1
Anarsia lineatella,Lepidoptera,Gelechiidae,Anarsia,,10,31.1
Aproaerema modicella,Lepidoptera,Gelechiidae,Aproaerema,276.4,15.2,
Aproaerema modicella,Lepidoptera,Gelechiidae,Aproaerema,414.8,12.47,
Keiferia lycopersicella,Lepidoptera,Gelechiidae,Keiferia,372.1,11.9,
Keiferia lycopersicella,Lepidoptera,Gelechiidae,Keiferia,728.3,1.6,
Keiferia lycopersicella,Lepidoptera,Gelechiidae,Keiferia,456.1,9.5,
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,,12.8,30
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,,12.8,
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,,,
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,,14,32.8
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,, ,
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,, ,
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,, ,
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,, ,
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,550.5,10.72,
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,, ,
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,438.4,12.1,
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,468.7,12.5,
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,,12.8,30
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,,12,32.5
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,487.4,13.1,
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,454.3,13.6,
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,449.9,13.6,
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,,15.6,
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,, ,
Pectinophora gossypiella,Lepidoptera,Gelechiidae,Pectinophora,,13.9,
Pectinophora scutigera,Lepidoptera,Gelechiidae,Pectinophora,556.8,12.3,
Phthorimaea operculella,Lepidoptera,Gelechiidae,Phthorimaea,,10,
Phthorimaea operculella,Lepidoptera,Gelechiidae,Phthorimaea,521,7.1,
Phthorimaea operculella,Lepidoptera,Gelechiidae,Phthorimaea,,14.26,
Phthorimaea operculella,Lepidoptera,Gelechiidae,Phthorimaea,,12,
Phthorimaea operculella,Lepidoptera,Gelechiidae,Phthorimaea,, ,
Phthorimaea operculella,Lepidoptera,Gelechiidae,Phthorimaea,241.2,15.9,
Phthorimaea operculella,Lepidoptera,Gelechiidae,Phthorimaea,438.98,9.5,
Phthorimaea operculella,Lepidoptera,Gelechiidae,Phthorimaea,322.4,10,
Phthorimaea operculella,Lepidoptera,Gelechiidae,Phthorimaea,432.4,10.4,
Phthorimaea operculella,Lepidoptera,Gelechiidae,Phthorimaea,395.1,11,
Phthorimaea operculella,Lepidoptera,Gelechiidae,Phthorimaea,, ,
Tecia solanivora,Lepidoptera,Gelechiidae,Tecia,635.3,7.93,
Tuta absoluta,Lepidoptera,Gelechiidae,Tuta,453.6,8.14,
Tuta absoluta,Lepidoptera,Gelechiidae,Tuta,, ,
Operophtera brumata,Lepidoptera,Geometridae,Operophtera,,,
Dialectica scalariella,Lepidoptera,Gracilariidae,Dialectica,285,10.2,
Gracilaria syringella,Lepidoptera,Gracilariidae,Gracilaria,, ,
Gracilaria syringella,Lepidoptera,Gracilariidae,Gracilaria,165.4,13.3,
Gracilaria syringella,Lepidoptera,Gracilariidae,Gracilaria,, ,
Gracilaria syringella,Lepidoptera,Gracilariidae,Gracilaria,, ,
Gracilaria syringella,Lepidoptera,Gracilariidae,Gracilaria,230.5,12.2,
Phyllonorycter blancardella,Lepidoptera,Gracilariidae,Phyllonorycter,626.6,4.2,
Phyllonorycter blancardella,Lepidoptera,Gracilariidae,Phyllonorycter,,6.7,
Phyllonorycter blancardella,Lepidoptera,Gracilariidae,Phyllonorycter,,5,
Phyllonorycter blancardella,Lepidoptera,Gracilariidae,Phyllonorycter,,6.7,30
Phyllonorycter blancardella,Lepidoptera,Gracilariidae,Phyllonorycter,514.3,5.5,
Phyllonorycter blancardella,Lepidoptera,Gracilariidae,Phyllonorycter,514.27,5.48,
Phyllonorycter blancardella,Lepidoptera,Gracilariidae,Phyllonorycter,,5.5,
Phyllonorycter pomonella,Lepidoptera,Gracilariidae,Phyllonorycter,575.3,5.4,
Malacosoma americanum,Lepidoptera,Lasiocampidae,Malacosoma,, ,
Malacosoma californicum,Lepidoptera,Lasiocampidae,Malacosoma,,5.5,
Malacosoma disstria,Lepidoptera,Lasiocampidae,Malacosoma,, ,
Lampides boeticus,Lepidoptera,Lycaenidae,Lampides,, ,
Euproctis chrysorrhoea,Lepidoptera,Lymantriidae,Euproctis,,,
Euproctis chrysorrhoea,Lepidoptera,Lymantriidae,Euproctis,,,
Euproctis pseudoconspersa,Lepidoptera,Lymantriidae,Euproctis,832.62,10.28,
Lymantria dispar,Lepidoptera,Lymantriidae,Lymantria,,7.6,41
Lymantria dispar,Lepidoptera,Lymantriidae,Lymantria,, ,
Lymantria dispar,Lepidoptera,Lymantriidae,Lymantria,, ,
Lymantria dispar,Lepidoptera,Lymantriidae,Lymantria,, ,
Lymantria dispar,Lepidoptera,Lymantriidae,Lymantria,, ,
Lymantria dispar,Lepidoptera,Lymantriidae,Lymantria,, ,
Orgyia pseudotsugata,Lepidoptera,Lymantriidae,Orgyia,793.6,8.2,
Leucoptera malifoliella,Lepidoptera,Lyonetiidae,Leucoptera,616,5.27,
Leucoptera malifoliella,Lepidoptera,Lyonetiidae,Leucoptera,, ,
Leucoptera malifoliella,Lepidoptera,Lyonetiidae,Leucoptera,,8.5,
Agrotis fucosa,Lepidoptera,Noctuidae,Agrotis,,,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,, ,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,678.2,8.8,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,866.4,8.6,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,937.9,11.1,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,,,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,,,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,,,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,,,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,,,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,,10.4,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,571.1,11.6,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,820.5,2.4,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,705.5,3.4,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,668.2,5.4,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,640.8,5.6,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,593.3,6.1,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,589.3,6.7,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,531.2,8.1,
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,660,7.4,33.1
Agrotis ipsilon,Lepidoptera,Noctuidae,Agrotis,,10.4,
Anicla infecta,Lepidoptera,Noctuidae,Anicla,, ,
Anticarsia gemmatalis,Lepidoptera,Noctuidae,Anticarsia,,10.9,32.2
Anticarsia gemmatalis,Lepidoptera,Noctuidae,Anticarsia,446.7,11,
Anticarsia gemmatalis,Lepidoptera,Noctuidae,Anticarsia,,,
Anticarsia gemmatalis,Lepidoptera,Noctuidae,Anticarsia,,,
Argyrogramma albostriata,Lepidoptera,Noctuidae,Argyrogramma,372.6,12.2,
Archanara geminipuncta,Lepidoptera,Noctuidae,Archanara,, ,
Autographa biloba,Lepidoptera,Noctuidae,Autographa,, ,
Autographa biloba,Lepidoptera,Noctuidae,Autographa,, ,
Autographa californica,Lepidoptera,Noctuidae,Autographa,, ,
Autographa gamma,Lepidoptera,Noctuidae,Autographa,, ,
Autographa gamma,Lepidoptera,Noctuidae,Autographa,, ,
Autographa gamma,Lepidoptera,Noctuidae,Autographa,, ,
Autographa gamma,Lepidoptera,Noctuidae,Autographa,, ,
Autographa gamma,Lepidoptera,Noctuidae,Autographa,, ,
Autographa gamma,Lepidoptera,Noctuidae,Autographa,,,
Calophasia lunula,Lepidoptera,Noctuidae,Calophasia,418,13.5,
Dargida procincta,Lepidoptera,Noctuidae,Dargida,,,
Earis insulana,Lepidoptera,Noctuidae,Earis,,11.6,
Egira curialis,Lepidoptera,Noctuidae,Egira,,7.6,
Endocima salaminia,Lepidoptera,Noctuidae,Endocima,533.3,12.3,
Helicoverpa armigera,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa armigera,Lepidoptera,Noctuidae,Helicoverpa,443.88,11.99,
Helicoverpa armigera,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa armigera,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa armigera,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa armigera,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa armigera,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa armigera,Lepidoptera,Noctuidae,Helicoverpa,368.83,13.66,
Helicoverpa armigera,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa armigera,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa armigera,Lepidoptera,Noctuidae,Helicoverpa,402,13.8,36
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,30
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,,,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,422.3,12.6,33.3
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,,,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,430.6,12.2,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,455.1,12.2,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Helicoverpa zea,Lepidoptera,Noctuidae,Helicoverpa,, ,
Heliothis armigera,Lepidoptera,Noctuidae,Heliothis,, ,
Heliothis armigera,Lepidoptera,Noctuidae,Heliothis,502.7,12,
Heliothis armigera,Lepidoptera,Noctuidae,Heliothis,, ,
Heliothis armigera,Lepidoptera,Noctuidae,Heliothis,483.3,11,
Heliothis armigera,Lepidoptera,Noctuidae,Heliothis,503.6,11.2,
Heliothis armigera,Lepidoptera,Noctuidae,Heliothis,448.6,11.6,
Heliothis armigera,Lepidoptera,Noctuidae,Heliothis,454.7,11.9,
Heliothis subflexa,Lepidoptera,Noctuidae,Heliothis,496.3,11.4,
Heliothis virescens,Lepidoptera,Noctuidae,Heliothis,433.3,13,
Heliothis virescens,Lepidoptera,Noctuidae,Heliothis,463.3,11.8,
Heliothis virescens,Lepidoptera,Noctuidae,Heliothis,384.6,13,
Heliothis virescens,Lepidoptera,Noctuidae,Heliothis,380.4,14.1,
Heliothis virescens,Lepidoptera,Noctuidae,Heliothis,410.34,11.6,
Heliothis virescens,Lepidoptera,Noctuidae,Heliothis,422.3,12.6,33.3
Heliothis virescens,Lepidoptera,Noctuidae,Heliothis,, ,34
Heliothis virescens,Lepidoptera,Noctuidae,Heliothis,,,
Heliothis virescens,Lepidoptera,Noctuidae,Heliothis,,12.8,30
Heliothis virescens,Lepidoptera,Noctuidae,Heliothis,,12.6,
Hydraecia immanis,Lepidoptera,Noctuidae,Hydraecia,1293.2,5.3,
Hydraecia immanis,Lepidoptera,Noctuidae,Hydraecia,,5.3,23.9
Hydraecia micacea,Lepidoptera,Noctuidae,Hydraecia,932.1,7.5,
Lacanobia subjuncta,Lepidoptera,Noctuidae,Lacanobia,735.42,10.1,
Lacanobia subjuncta,Lepidoptera,Noctuidae,Lacanobia,838.57,8.9,
Leucania loreyi,Lepidoptera,Noctuidae,Leucania,705.1,9.5,
Leucania separata,Lepidoptera,Noctuidae,Leucania,1116,8.3,
Leucania separata,Lepidoptera,Noctuidae,Leucania,428.6,10.5,
Mamestra brassicae,Lepidoptera,Noctuidae,Mamestra,, ,
Mamestra brassicae,Lepidoptera,Noctuidae,Mamestra,, ,
Mamestra brassicae,Lepidoptera,Noctuidae,Mamestra,, ,
Mamestra brassicae,Lepidoptera,Noctuidae,Mamestra,, ,
Mamestra brassicae,Lepidoptera,Noctuidae,Mamestra,, ,
Mamestra brassicae,Lepidoptera,Noctuidae,Mamestra,106.14, ,
Mamestra brassicae,Lepidoptera,Noctuidae,Mamestra,, ,
Mamestra brassicae,Lepidoptera,Noctuidae,Mamestra,, ,
Mamestra configurata,Lepidoptera,Noctuidae,Mamestra,933.4,5,34
Mythimna convecta,Lepidoptera,Noctuidae,Mythimna,828.7,6.9,
Mythimna convecta,Lepidoptera,Noctuidae,Mythimna,801.4,7.1,
Mythimna convecta,Lepidoptera,Noctuidae,Mythimna,795,7.2,
Mythimna convecta,Lepidoptera,Noctuidae,Mythimna,681,8.6,
Mythimna convecta,Lepidoptera,Noctuidae,Mythimna,675.6,8.8,
Mythimna convecta,Lepidoptera,Noctuidae,Mythimna,670.6,9.1,
Mythimna unipuncta,Lepidoptera,Noctuidae,Mythimna,, ,
Mythimna unipuncta,Lepidoptera,Noctuidae,Mythimna,505,10,29
Noctua atlantica,Lepidoptera,Noctuidae,Noctua,1363.17,3.18,
Orthosia hibisci,Lepidoptera,Noctuidae,Orthosia,,3,
Orthosia hibisci,Lepidoptera,Noctuidae,Orthosia,, ,
Panolis flammea,Lepidoptera,Noctuidae,Panolis,,,
Papaipema nebris,Lepidoptera,Noctuidae,Papaipema,,5.1,
Papaipema nebris,Lepidoptera,Noctuidae,Papaipema,2026.9,4.8,
Papaipema nebris,Lepidoptera,Noctuidae,Papaipema,, ,
Papaipema nebris,Lepidoptera,Noctuidae,Papaipema,, ,
Peridroma saucia,Lepidoptera,Noctuidae,Peridroma,,5,31.1
Peridroma saucia,Lepidoptera,Noctuidae,Peridroma,828.6,4.6,
Peridroma saucia,Lepidoptera,Noctuidae,Peridroma,676.3,7.2,
Phlogophora meticulosa,Lepidoptera,Noctuidae,Phlogophora,, ,
Phlogophora meticulosa,Lepidoptera,Noctuidae,Phlogophora,, ,
Phlogophora meticulosa,Lepidoptera,Noctuidae,Phlogophora,,5,
Plathypena scabra,Lepidoptera,Noctuidae,Plathypena,595.8,8.4,
Plathypena scabra,Lepidoptera,Noctuidae,Plathypena,547.9,8.6,
Pseudaletia sequax,Lepidoptera,Noctuidae,Pseudaletia,, ,
Pseudaletia unipuncta,Lepidoptera,Noctuidae,Pseudaletia,662.7,8.1,
Pseudaletia unipuncta,Lepidoptera,Noctuidae,Pseudaletia,578.1,10.5,
Scotia segetum,Lepidoptera,Noctuidae,Scotia,, ,
Scotia segetum,Lepidoptera,Noctuidae,Scotia,, ,
Scotia segetum,Lepidoptera,Noctuidae,Scotia,, ,
Scotia segetum,Lepidoptera,Noctuidae,Scotia,, ,
Scotia segetum,Lepidoptera,Noctuidae,Scotia,, ,
Scotia segetum,Lepidoptera,Noctuidae,Scotia,, ,
Scotia segetum,Lepidoptera,Noctuidae,Scotia,, ,
Scotia segetum,Lepidoptera,Noctuidae,Scotia,, ,
Scotia segetum,Lepidoptera,Noctuidae,Scotia,, ,
Scotia segetum,Lepidoptera,Noctuidae,Scotia,, ,
Scotia segetum,Lepidoptera,Noctuidae,Scotia,, ,
Scotia segetum,Lepidoptera,Noctuidae,Scotia,, ,
Scotia segetum,Lepidoptera,Noctuidae,Scotia,, ,
Scotia segetum,Lepidoptera,Noctuidae,Scotia,, ,
Sesamia calamistis,Lepidoptera,Noctuidae,Sesamia,868.17,10.55,
Sesamia calamistis,Lepidoptera,Noctuidae,Sesamia,, ,
Sesamia inferens,Lepidoptera,Noctuidae,Sesamia,409.2,10.1,
Sesamia inferens,Lepidoptera,Noctuidae,Sesamia,344.3,10.7,
Sesamia inferens,Lepidoptera,Noctuidae,Sesamia,755.2,9.7,
Sesamia nonagrioides,Lepidoptera,Noctuidae,Sesamia,, ,
Sesamia nonagrioides,Lepidoptera,Noctuidae,Sesamia,954.19,7.71,
Sesamia nonagrioides,Lepidoptera,Noctuidae,Sesamia,999.26,7.29,
Simyra henrici,Lepidoptera,Noctuidae,Simyra,791.7,10.1,
Simyra henrici,Lepidoptera,Noctuidae,Simyra,, ,
Simyra henrici,Lepidoptera,Noctuidae,Simyra,, ,
Spodoptera cosmioides,Lepidoptera,Noctuidae,Spodoptera,525.11,11.3,
Spodoptera eridania,Lepidoptera,Noctuidae,Spodoptera,639.99,10.78,
Spodoptera exigua,Lepidoptera,Noctuidae,Spodoptera,321.4,12.3,
Spodoptera exigua,Lepidoptera,Noctuidae,Spodoptera,261.3,12.9,
Spodoptera exigua,Lepidoptera,Noctuidae,Spodoptera,249.2,13.4,
Spodoptera exigua,Lepidoptera,Noctuidae,Spodoptera,,,
Spodoptera exigua,Lepidoptera,Noctuidae,Spodoptera,, ,
Spodoptera exigua,Lepidoptera,Noctuidae,Spodoptera,,,
Spodoptera exigua,Lepidoptera,Noctuidae,Spodoptera,516.7,12.2,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,,,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,,,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,,,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,405.5,12.8,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,315,14.5,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,511,6.6,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,533.9,6.7,
Spodoptera frugiperda,Lepidoptera,Noctuidae,Spodoptera,543.1,7.3,
